monthly_income,emi,monthly_expense,savings,risk_level
91323,10198,79819,1306,Medium
24111,11527,15903,-3319,Medium
53110,17487,39152,-3529,Medium
31389,7678,15356,8355,Low
56427,31037,30238,-4848,Medium
94579,14950,41818,37811,Low
43746,25283,15668,2795,Medium
15117,3884,6158,5075,Low
99471,54132,77439,-32100,Medium
28234,11335,19948,-3049,Medium
68441,35134,42991,-9684,Medium
15846,9380,9270,-2804,Medium
25954,6338,22150,-2534,Medium
94239,54712,32384,7143,Medium
61514,18130,28810,14574,Low
21469,6285,10948,4236,Low
45105,12187,34706,-1788,Medium
57101,21167,51134,-15200,Medium
79323,14045,35251,30027,Low
73067,27535,60249,-14717,Medium
64376,23873,51396,-10893,Medium
60587,29139,26342,5106,Medium
51976,26862,28046,-2932,Medium
82584,26445,45074,11065,Medium
93477,23478,82907,-12908,Medium
57533,13213,23504,20816,Low
16828,3320,13117,391,Medium
16917,2179,8467,6271,Low
35618,9660,26304,-346,Medium
47254,11110,26084,10060,Low
62362,36370,40349,-14357,Medium
35128,13308,28087,-6267,Medium
74383,20354,58204,-4175,Medium
80545,31431,66035,-16921,Medium
97180,16481,32630,48069,Low
24865,8007,17784,-926,Medium
17219,7113,6611,3495,Medium
54809,18878,30117,5814,Medium
20287,6104,12763,1420,Medium
49387,29480,26750,-6843,Medium
23512,12700,14383,-3571,Medium
16342,6728,14673,-5059,Medium
78076,30034,29757,18285,Medium
34216,14039,24131,-3954,Medium
94767,19015,50946,24806,Low
41614,12383,15805,13426,Low
51258,6137,20259,24862,Low
57078,19279,49632,-11833,Medium
98524,36602,81554,-19632,Medium
27219,5821,22978,-1580,Medium
15235,8866,13634,-7265,High
57929,32134,24619,1176,Medium
82444,38012,42315,2117,Medium
23567,8641,16532,-1606,Medium
85792,45897,50641,-10746,Medium
80441,13299,44325,22817,Low
99555,49305,51239,-989,Medium
88698,14405,58209,16084,Medium
20415,10148,13174,-2907,Medium
51159,12169,20303,18687,Low
58925,31733,34355,-7163,Medium
20951,11984,13242,-4275,Medium
23007,4012,14774,4221,Medium
56832,18830,24214,13788,Medium
73596,43457,54855,-24716,Medium
45523,15555,14345,15623,Medium
30524,16231,15655,-1362,Medium
34282,13519,26332,-5569,Medium
38930,11198,24850,2882,Medium
15077,3662,6885,4530,Low
35611,7179,25532,2900,Medium
31984,15381,20483,-3880,Medium
29060,8522,22601,-2063,Medium
97985,34847,72608,-9470,Medium
99056,34289,65977,-1210,Medium
58303,22658,34568,1077,Medium
74207,39536,28191,6480,Medium
90046,53160,41132,-4246,Medium
44287,13454,24422,6411,Medium
54711,28108,36086,-9483,Medium
26954,12998,16394,-2438,Medium
88340,34166,41776,12398,Medium
87101,50346,26468,10287,Medium
86520,17324,51716,17480,Low
33574,5191,15825,12558,Low
24184,12744,17914,-6474,Medium
34096,10896,10718,12482,Medium
82728,43306,53847,-14425,Medium
49016,26789,42393,-20166,High
26246,3444,10620,12182,Low
60558,32806,35304,-7552,Medium
33381,10820,11845,10716,Medium
51455,18277,34753,-1575,Medium
19018,7860,11987,-829,Medium
26302,14813,14319,-2830,Medium
82506,9039,50561,22906,Medium
56157,19004,47056,-9903,Medium
69917,31033,29209,9675,Medium
98122,45268,30765,22089,Medium
39519,17635,32286,-10402,Medium
71819,12009,46414,13396,Medium
95910,23948,80026,-8064,Medium
86324,24115,56815,5394,Medium
20408,10249,16042,-5883,Medium
74379,17804,41488,15087,Low
40053,8224,30036,1793,Medium
24446,14147,20725,-10426,High
15922,1662,10242,4018,Medium
66356,39741,27104,-489,Medium
25789,11306,11895,2588,Medium
81656,41990,34229,5437,Medium
59028,14598,26451,17979,Low
79484,8517,38458,32509,Low
47154,22112,29852,-4810,Medium
97870,50605,63889,-16624,Medium
17336,8152,9637,-453,Medium
82779,14190,55400,13189,Medium
34029,16222,11874,5933,Medium
74201,35947,26168,12086,Medium
47265,20289,19052,7924,Medium
58872,28438,35961,-5527,Medium
61197,32003,26216,2978,Medium
70180,28549,32982,8649,Medium
38710,5585,20910,12215,Low
44486,15294,35015,-5823,Medium
86907,12064,26794,48049,Low
86895,26396,59925,574,Medium
79435,24112,55709,-386,Medium
55631,7399,43347,4885,Medium
35103,9632,30176,-4705,Medium
79772,12404,24895,42473,Low
29382,14811,11525,3046,Medium
99291,56977,82580,-40266,High
18756,2553,10786,5417,Low
35609,20566,22745,-7702,Medium
31478,11372,21965,-1859,Medium
54666,13654,38672,2340,Medium
90683,12553,77900,230,Medium
86315,30237,77525,-21447,Medium
92834,46162,67963,-21291,Medium
29153,13222,13769,2162,Medium
91325,11425,75603,4297,Medium
27999,3820,9226,14953,Low
70318,21196,30844,18278,Medium
15814,3916,13258,-1360,Medium
91077,19690,41322,30065,Low
17443,4195,7542,5706,Low
90993,45654,34838,10501,Medium
90916,51332,74139,-34555,High
88319,26721,52994,8604,Medium
32368,17901,22817,-8350,Medium
30328,7907,13448,8973,Low
71942,24332,54303,-6693,Medium
42306,9011,31983,1312,Medium
54915,23077,26774,5064,Medium
52219,30782,28532,-7095,Medium
95879,38519,40826,16534,Medium
79644,22213,70559,-13128,Medium
75279,31911,51743,-8375,Medium
68028,10983,58553,-1508,Medium
15126,8233,7291,-398,Medium
67329,23668,51785,-8124,Medium
42632,13841,32379,-3588,Medium
80310,31556,57421,-8667,Medium
70176,28940,61711,-20475,Medium
59327,8061,31807,19459,Low
83904,37027,31751,15126,Medium
18797,4153,13214,1430,Medium
62882,28735,46380,-12233,Medium
28718,14682,18524,-4488,Medium
49560,24878,21017,3665,Medium
91589,34460,55198,1931,Medium
37116,13364,18087,5665,Medium
51244,8785,28516,13943,Low
16645,8117,11437,-2909,Medium
62523,14736,46712,1075,Medium
34256,11932,15049,7275,Medium
68173,16507,37031,14635,Low
52430,8751,24196,19483,Low
54282,22515,22753,9014,Medium
78374,9966,60350,8058,Medium
83244,39484,70387,-26627,Medium
26694,6908,13937,5849,Low
71264,7131,53502,10631,Medium
90060,32022,75488,-17450,Medium
72545,8953,58592,5000,Medium
54224,12909,22214,19101,Low
28224,12799,24661,-9236,Medium
55738,7320,29318,19100,Low
40150,20864,20217,-931,Medium
78731,8023,26568,44140,Low
64688,14452,38276,11960,Low
88509,41639,32341,14529,Medium
23577,6086,10588,6903,Low
23070,3482,11308,8280,Low
23666,6629,18584,-1547,Medium
72761,17113,60049,-4401,Medium
51368,26781,24732,-145,Medium
21783,5591,17757,-1565,Medium
56914,28142,46347,-17575,Medium
85507,46681,64881,-26055,Medium
94026,29797,36483,27746,Medium
82526,45799,58939,-22212,Medium
85835,24777,74420,-13362,Medium
60765,35367,43114,-17716,Medium
34956,5056,17441,12459,Low
61240,27160,36765,-2685,Medium
52148,18090,35848,-1790,Medium
19757,5805,11979,1973,Medium
34097,14196,12683,7218,Medium
25395,11476,12373,1546,Medium
31241,3192,24412,3637,Medium
42696,7833,34876,-13,Medium
85480,39023,32685,13772,Medium
61163,26495,53299,-18631,Medium
34816,20298,17313,-2795,Medium
64840,31156,45218,-11534,Medium
67853,39041,50964,-22152,Medium
39917,18013,31421,-9517,Medium
36566,9105,31719,-4258,Medium
90452,13810,44118,32524,Low
77823,38204,63433,-23814,Medium
35806,15112,13570,7124,Medium
90520,11232,65448,13840,Medium
16759,4692,12488,-421,Medium
56949,32939,40242,-16232,Medium
17482,6122,7891,3469,Medium
39442,12478,32493,-5529,Medium
48719,16021,19551,13147,Medium
73066,14937,24271,33858,Low
17079,4856,12475,-252,Medium
17717,5047,10369,2301,Low
74676,9422,60447,4807,Medium
42952,20779,22766,-593,Medium
57460,17712,23039,16709,Medium
87847,44897,70441,-27491,High
33449,17566,21050,-5167,Medium
48536,9998,20070,18468,Low
79077,33898,57902,-12723,Medium
53258,17902,32309,3047,Medium
63302,34188,41943,-12829,Medium
43865,9118,25289,9458,Low
21645,9500,17255,-5110,Medium
53000,21405,42280,-10685,Medium
41737,10336,30285,1116,Medium
26485,4457,9620,12408,Low
53565,22809,43029,-12273,Medium
40522,19016,28471,-6965,Medium
80155,20665,57568,1922,Medium
70168,29640,36332,4196,Medium
67487,20081,55850,-8444,Medium
27342,12484,20102,-5244,Medium
55806,11139,20511,24156,Low
63770,34761,34733,-5724,Medium
93623,22816,77878,-7071,Medium
90629,25728,29755,35146,Low
67603,8723,59277,-397,Medium
96974,15104,68608,13262,Medium
41399,14817,28102,-1520,Medium
96244,22501,44497,29246,Low
91534,47390,41123,3021,Medium
70106,7525,60658,1923,Medium
45678,13225,21878,10575,Low
91218,24507,69809,-3098,Medium
78230,8579,41921,27730,Low
89055,14443,34157,40455,Low
71373,21898,21870,27605,Medium
46480,16102,29122,1256,Medium
83836,25330,74234,-15728,Medium
87258,31890,45503,9865,Medium
54986,21860,28280,4846,Medium
39160,4110,19832,15218,Low
94111,31249,57626,5236,Medium
79929,46498,45111,-11680,Medium
88506,31819,73278,-16591,Medium
49911,21899,30111,-2099,Medium
46821,11982,28310,6529,Medium
90039,43848,34487,11704,Medium
75535,36744,67199,-28408,Medium
99458,35869,44754,18835,Medium
27175,15979,9348,1848,Medium
69771,11356,48692,9723,Medium
81358,8825,53470,19063,Medium
32327,15681,17750,-1104,Medium
62057,31250,34337,-3530,Medium
21150,3386,16307,1457,Medium
19425,4521,8108,6796,Low
31032,3375,24582,3075,Medium
17198,4241,11853,1104,Medium
75500,36736,41629,-2865,Medium
68394,24552,39314,4528,Medium
35079,9613,15925,9541,Low
51220,14642,38479,-1901,Medium
56874,5725,34563,16586,Medium
28859,7211,14213,7435,Low
65460,27704,43048,-5292,Medium
46419,27252,41658,-22491,High
23705,12410,13302,-2007,Medium
57880,6470,49337,2073,Medium
38236,21002,19386,-2152,Medium
30358,14923,10104,5331,Medium
91918,45057,38839,8022,Medium
29596,9737,16313,3546,Medium
48572,14523,20972,13077,Low
93757,23575,28139,42043,Low
16279,2162,13820,297,Medium
78197,16743,63052,-1598,Medium
77516,17309,57778,2429,Medium
22083,7553,8848,5682,Medium
32771,15524,12197,5050,Medium
44975,15152,15316,14507,Medium
60648,7818,44540,8290,Medium
63285,36635,54253,-27603,High
34063,19462,19018,-4417,Medium
82642,40709,30700,11233,Medium
52599,31331,31950,-10682,Medium
66920,24910,34082,7928,Medium
43529,25307,22848,-4626,Medium
50954,7021,34281,9652,Medium
42856,12121,31337,-602,Medium
17573,3737,6438,7398,Low
93344,18474,29996,44874,Low
50367,8582,45158,-3373,Medium
75774,31158,33313,11303,Medium
38752,19014,12877,6861,Medium
70029,27251,28986,13792,Medium
32685,5670,10569,16446,Low
66693,33717,35686,-2710,Medium
70961,29660,55451,-14150,Medium
91908,27028,46390,18490,Low
89532,39131,50720,-319,Medium
96994,22304,68414,6276,Medium
71133,19390,43059,8684,Medium
76268,42614,62300,-28646,High
53243,13057,43639,-3453,Medium
72384,24248,22145,25991,Medium
46653,25429,35774,-14550,Medium
41657,18906,24012,-1261,Medium
54952,7204,49088,-1340,Medium
37180,6456,21933,8791,Low
93411,9707,83335,369,Medium
16622,6905,12512,-2795,Medium
63756,20646,28636,14474,Medium
55809,9327,34771,11711,Medium
31725,18367,28402,-15044,High
76396,27871,62225,-13700,Medium
66226,14632,23736,27858,Low
96182,33692,69618,-7128,Medium
97565,42910,49499,5156,Medium
44402,6132,13506,24764,Low
19263,4572,10442,4249,Low
61828,31129,27257,3442,Medium
62924,20754,49793,-7623,Medium
89182,33290,44804,11088,Medium
74052,23430,58983,-8361,Medium
26664,3251,8008,15405,Low
50737,9278,24591,16868,Low
44373,14322,19732,10319,Medium
51397,10515,22621,18261,Low
53709,6713,18310,28686,Low
76120,39721,31382,5017,Medium
34250,20227,21691,-7668,Medium
36172,17961,17175,1036,Medium
26555,13991,14616,-2052,Medium
93617,20688,49253,23676,Low
68276,39621,56364,-27709,High
72492,14386,61123,-3017,Medium
68002,39149,40513,-11660,Medium
87355,52186,43510,-8341,Medium
39762,18125,14476,7161,Medium
26046,15382,22713,-12049,High
43769,16840,14712,12217,Medium
68302,15693,32688,19921,Low
38150,12150,18267,7733,Medium
83247,33030,40977,9240,Medium
19853,2710,7912,9231,Low
36792,15127,28326,-6661,Medium
74129,43779,27687,2663,Medium
89478,17453,60929,11096,Medium
82298,40844,30804,10650,Medium
46987,26028,16084,4875,Medium
30850,17641,26088,-12879,High
27112,15726,11226,160,Medium
39058,14089,30963,-5994,Medium
60420,35566,37869,-13015,Medium
53890,25794,18684,9412,Medium
81017,14650,70749,-4382,Medium
62304,21086,27923,13295,Medium
47921,22003,39093,-13175,Medium
16524,3695,6630,6199,Low
30048,12629,24409,-6990,Medium
50111,21713,15431,12967,Medium
52904,9594,32116,11194,Medium
69912,26744,53249,-10081,Medium
49008,23808,42189,-16989,Medium
15060,5262,12733,-2935,Medium
89666,9509,70995,9162,Medium
98559,10301,82091,6167,Medium
70337,19589,29508,21240,Low
28350,15963,13338,-951,Medium
39354,8435,18629,12290,Low
60186,25108,31671,3407,Medium
43145,9105,23125,10915,Low
49020,12786,30722,5512,Medium
90186,47259,35707,7220,Medium
35581,16524,25431,-6374,Medium
38051,5620,15240,17191,Low
66474,20896,32318,13260,Medium
84626,9696,50945,23985,Medium
21960,7476,17081,-2597,Medium
50772,21893,37758,-8879,Medium
36520,5815,25100,5605,Medium
64481,15761,25370,23350,Low
51408,15366,32295,3747,Medium
72134,40378,25424,6332,Medium
35491,21174,18683,-4366,Medium
16341,2001,8956,5384,Low
59623,28649,19311,11663,Medium
15338,4384,7122,3832,Low
86431,25603,75487,-14659,Medium
27254,13003,23770,-9519,Medium
66860,37388,34191,-4719,Medium
26344,15160,8584,2600,Medium
16750,6508,6824,3418,Medium
69756,19431,37342,12983,Low
82957,40962,72062,-30067,Medium
73053,16473,28104,28476,Low
85855,32799,65087,-12031,Medium
30896,8628,11283,10985,Low
70761,30308,62889,-22436,Medium
77552,17076,41022,19454,Low
92454,18102,70740,3612,Medium
42935,24005,21705,-2775,Medium
52641,7943,35616,9082,Medium
44711,15782,18564,10365,Medium
85342,17958,33079,34305,Low
27182,3247,23453,482,Medium
71276,8411,60626,2239,Medium
34541,6480,28754,-693,Medium
97310,51903,65709,-20302,Medium
59813,14429,46950,-1566,Medium
52198,30025,17821,4352,Medium
23820,9309,11930,2581,Medium
39070,12436,19074,7560,Medium
84768,33063,57759,-6054,Medium
26122,9360,13415,3347,Medium
95559,45809,37182,12568,Medium
88543,21360,58250,8933,Medium
98441,27221,77633,-6413,Medium
56786,31064,30055,-4333,Medium
21737,12460,8246,1031,Medium
51062,27894,21344,1824,Medium
69237,21444,30636,17157,Medium
66571,32631,31949,1991,Medium
40510,13699,27776,-965,Medium
34426,12006,22740,-320,Medium
52265,10575,37507,4183,Medium
32850,12994,16999,2857,Medium
81150,15667,64465,1018,Medium
89910,23896,37982,28032,Low
67375,35541,39173,-7339,Medium
50435,10265,39367,803,Medium
72132,9779,29436,32917,Low
93945,12635,34376,46934,Low
97050,55356,80571,-38877,High
17983,6356,9095,2532,Medium
35662,10866,25331,-535,Medium
38510,19464,12138,6908,Medium
93187,48262,66538,-21613,Medium
55998,14900,27420,13678,Low
71846,32101,23956,15789,Medium
21640,10507,14409,-3276,Medium
59547,25445,26467,7635,Medium
69620,12239,37043,20338,Low
30317,16308,10560,3449,Medium
22564,8338,8761,5465,Medium
42345,10215,20274,11856,Low
94273,29471,33359,31443,Medium
89859,10673,76065,3121,Medium
95765,15699,29076,50990,Low
89038,42985,52560,-6507,Medium
67393,6739,25201,35453,Low
81081,24995,39292,16794,Medium
44430,16050,38015,-9635,Medium
90532,11526,35942,43064,Low
42788,25096,37632,-19940,High
63543,13538,26908,23097,Low
28919,7290,21542,87,Medium
84346,21252,52969,10125,Medium
54974,11830,45666,-2522,Medium
31371,3160,19838,8373,Medium
60084,27919,37296,-5131,Medium
44629,26037,18622,-30,Medium
66184,14040,26456,25688,Low
76916,33191,65370,-21645,Medium
88972,41901,44192,2879,Medium
77187,40462,40388,-3663,Medium
27984,8711,21152,-1879,Medium
48039,12080,24177,11782,Low
98691,25920,85983,-13212,Medium
73606,33587,54671,-14652,Medium
25616,13022,16867,-4273,Medium
65072,12416,53914,-1258,Medium
39574,11297,13050,15227,Low
18430,10154,8371,-95,Medium
27676,13930,16025,-2279,Medium
25816,15294,11260,-738,Medium
47733,22774,35625,-10666,Medium
17050,5056,14518,-2524,Medium
48933,19344,27121,2468,Medium
39951,17199,20186,2566,Medium
47413,6601,41577,-765,Medium
49801,18538,28232,3031,Medium
70619,32107,41907,-3395,Medium
47913,8799,24483,14631,Low
55600,27261,47022,-18683,Medium
72775,28519,46675,-2419,Medium
50400,29035,38168,-16803,Medium
19494,2362,15343,1789,Medium
95688,22263,48332,25093,Low
89691,35946,50246,3499,Medium
58001,14400,46927,-3326,Medium
82364,37657,42660,2047,Medium
60028,28783,46603,-15358,Medium
52573,7952,45454,-833,Medium
15806,5641,10652,-487,Medium
71638,25391,53368,-7121,Medium
44757,12739,35047,-3029,Medium
49636,28116,40057,-18537,High
95097,48856,51070,-4829,Medium
63280,28387,20930,13963,Medium
39262,17949,21245,68,Medium
95435,31575,67210,-3350,Medium
77211,43276,44026,-10091,Medium
69842,31240,52338,-13736,Medium
71979,33433,37010,1536,Medium
96470,51210,65681,-20421,Medium
53197,12609,21909,18679,Low
56844,28622,42611,-14389,Medium
79754,15761,50039,13954,Medium
49157,13403,20765,14989,Low
92129,24672,43774,23683,Low
55042,32434,41235,-18627,Medium
76665,40499,45198,-9032,Medium
97856,44092,42040,11724,Medium
42376,19642,37306,-14572,Medium
70554,26883,51439,-7768,Medium
29199,16746,25528,-13075,High
96412,33563,53630,9219,Medium
65948,19141,38583,8224,Low
88781,16115,74467,-1801,Medium
87750,43269,53968,-9487,Medium
81262,37967,58863,-15568,Medium
61600,17998,27800,15802,Low
91898,10347,52201,29350,Low
77483,40252,28984,8247,Medium
33297,3519,14104,15674,Low
45448,20535,13660,11253,Medium
41172,24090,13321,3761,Medium
57874,18452,51297,-11875,Medium
22657,4927,10091,7639,Low
99386,44965,69370,-14949,Medium
40425,20558,32479,-12612,High
41685,15557,26278,-150,Medium
39578,23094,15510,974,Medium
43831,5515,32297,6019,Medium
22906,8072,15121,-287,Medium
76413,35090,56450,-15127,Medium
69028,36675,52588,-20235,Medium
22287,4226,19729,-1668,Medium
48660,24330,31343,-7013,Medium
90758,34157,45831,10770,Medium
75504,22521,52028,955,Medium
74720,12392,25484,36844,Low
49701,26473,41671,-18443,High
98300,17559,36531,44210,Low
32674,8328,16229,8117,Low
98560,24149,77807,-3396,Medium
38874,20825,25594,-7545,Medium
58642,25588,31442,1612,Medium
80160,39946,46818,-6604,Medium
32602,7343,26496,-1237,Medium
40931,16881,20629,3421,Medium
44192,17052,36316,-9176,Medium
61542,31781,21716,8045,Medium
57520,31811,44064,-18355,Medium
79772,8462,64497,6813,Medium
73762,32234,30175,11353,Medium
65106,8198,36342,20566,Low
96121,35990,38381,21750,Medium
40559,9888,29363,1308,Medium
48742,12350,30278,6114,Medium
84669,23409,57676,3584,Medium
95199,39093,39782,16324,Medium
36754,9814,15695,11245,Low
18972,8847,6163,3962,Medium
85831,25943,42335,17553,Medium
56873,7631,36162,13080,Medium
24903,12249,20289,-7635,Medium
18020,4376,12616,1028,Medium
56755,17956,31853,6946,Medium
60648,26850,52877,-19079,Medium
24516,6526,17934,56,Medium
17396,2231,14927,238,Medium
99082,28432,61089,9561,Medium
34129,19529,15540,-940,Medium
16591,6982,5503,4106,Medium
26303,11461,19349,-4507,Medium
45561,18959,16984,9618,Medium
86719,17300,41769,27650,Low
22314,6898,13823,1593,Medium
34623,16462,22111,-3950,Medium
82675,12458,54594,15623,Medium
80082,19133,32013,28936,Low
98624,23488,52057,23079,Low
48130,15209,32262,659,Medium
66756,39398,58871,-31513,High
41292,5522,30414,5356,Medium
84274,30283,71933,-17942,Medium
17469,3313,13229,927,Medium
68947,40357,45162,-16572,Medium
37534,5879,15584,16071,Low
78620,23727,55034,-141,Medium
63874,29953,43052,-9131,Medium
64708,29265,42803,-7360,Medium
89553,27883,53182,8488,Medium
83344,22774,51439,9131,Medium
64138,19164,32111,12863,Low
69302,16087,42384,10831,Medium
62638,12694,26216,23728,Low
93249,31846,73023,-11620,Medium
17719,4150,7290,6279,Low
37890,9234,13298,15358,Low
92236,39511,51813,912,Medium
51509,30095,35797,-14383,Medium
57534,23118,32370,2046,Medium
33787,4679,15746,13362,Low
63845,8797,40535,14513,Medium
72932,41987,37064,-6119,Medium
48062,11950,41319,-5207,Medium
90713,13247,77431,35,Medium
75461,30148,45383,-70,Medium
90418,37236,44913,8269,Medium
81672,34649,60623,-13600,Medium
49832,11645,16047,22140,Low
46966,5051,27468,14447,Low
87545,50995,43929,-7379,Medium
27987,6309,23853,-2175,Medium
52311,22912,16070,13329,Medium
46575,21113,29420,-3958,Medium
78852,31935,58697,-11780,Medium
16007,4105,9460,2442,Low
85981,20252,30200,35529,Low
91242,36390,80610,-25758,Medium
62517,33324,38185,-8992,Medium
44257,25375,29586,-10704,Medium
57207,8749,25283,23175,Low
28281,5017,16688,6576,Low
76246,43640,42506,-9900,Medium
16435,7695,5669,3071,Medium
41660,22558,15151,3951,Medium
20084,4043,16117,-76,Medium
97197,38275,43144,15778,Medium
28507,12844,11886,3777,Medium
87595,38546,52815,-3766,Medium
98807,30044,75216,-6453,Medium
60539,6519,20411,33609,Low
22491,8804,14531,-844,Medium
65192,14769,24220,26203,Low
95395,31015,30705,33675,Medium
78888,45659,26162,7067,Medium
88609,26539,70931,-8861,Medium
24077,12517,8927,2633,Medium
35953,6984,11759,17210,Low
91919,40097,51726,96,Medium
82889,48780,66841,-32732,High
38821,5859,17758,15204,Low
52567,5475,29071,18021,Low
39860,12627,12912,14321,Medium
36195,5295,20611,10289,Low
92475,43850,59791,-11166,Medium
36427,20299,23405,-7277,Medium
42083,13340,21018,7725,Medium
72372,16598,35413,20361,Low
59064,18735,21497,18832,Medium
22813,10533,11864,416,Medium
46598,4870,16761,24967,Low
42082,16610,31980,-6508,Medium
44241,17990,38921,-12670,Medium
59569,24950,52542,-17923,Medium
26745,5910,21905,-1070,Medium
41029,18751,27098,-4820,Medium
28025,4083,20192,3750,Medium
29288,5846,13798,9644,Low
21540,11604,14614,-4678,Medium
96958,45508,55594,-4144,Medium
83878,8964,49421,25493,Low
56846,12744,42899,1203,Medium
90932,18841,42660,29431,Low
32482,7646,15942,8894,Low
38411,8595,32833,-3017,Medium
65975,8660,22018,35297,Low
75545,24889,44675,5981,Medium
93797,43743,79509,-29455,Medium
67307,27149,44841,-4683,Medium
18093,7896,11359,-1162,Medium
92258,12969,41501,37788,Low
37042,21326,18741,-3025,Medium
67930,35272,55106,-22448,High
59413,29857,37758,-8202,Medium
48756,24938,29684,-5866,Medium
68268,38663,24559,5046,Medium
54214,20174,16785,17255,Medium
96871,19387,85073,-7589,Medium
43602,17806,22943,2853,Medium
68331,32214,45230,-9113,Medium
63901,29966,22226,11709,Medium
78416,28286,55665,-5535,Medium
47196,6335,40566,295,Medium
20626,5889,13312,1425,Medium
22424,12566,8424,1434,Medium
27857,10926,18080,-1149,Medium
34982,12914,26579,-4511,Medium
91961,21558,50012,20391,Low
16980,4826,14057,-1903,Medium
63290,34662,43620,-14992,Medium
41431,17949,34783,-11301,Medium
99976,49357,67394,-16775,Medium
97711,31968,37010,28733,Medium
41385,17179,20105,4101,Medium
53158,11917,22383,18858,Low
38019,17212,32137,-11330,Medium
33639,10555,25439,-2355,Medium
36563,11746,25807,-990,Medium
54341,23076,26115,5150,Medium
20776,11803,8527,446,Medium
51444,6790,38782,5872,Medium
83916,42996,49048,-8128,Medium
23711,5837,10325,7549,Low
89318,28756,59840,722,Medium
97970,10870,31761,55339,Low
45707,11450,22657,11600,Low
54110,19009,31445,3656,Medium
76788,9835,29853,37100,Low
97879,33821,87189,-23131,Medium
53827,30334,22901,592,Medium
20655,3153,7811,9691,Low
59859,28865,25267,5727,Medium
68625,20919,52253,-4547,Medium
67098,28690,37259,1149,Medium
30251,6961,19337,3953,Medium
15526,2790,4853,7883,Low
83760,15096,26858,41806,Low
62837,8498,35659,18680,Low
26536,5116,20963,457,Medium
43541,18814,36188,-11461,Medium
94083,50884,33119,10080,Medium
66027,33479,41136,-8588,Medium
49531,21920,41999,-14388,Medium
23712,3680,12633,7399,Low
80455,19678,64182,-3405,Medium
89744,22876,34122,32746,Low
20109,4524,17318,-1733,Medium
64268,22975,48255,-6962,Medium
69615,25602,60203,-16190,Medium
97503,27149,68834,1520,Medium
44759,12393,23187,9179,Low
75112,38628,64814,-28330,High
41589,20571,19353,1665,Medium
45015,11429,22476,11110,Low
44009,24508,31707,-12206,Medium
98309,56666,74635,-32992,Medium
77046,20291,66077,-9322,Medium
41143,11405,17398,12340,Low
21154,7463,16474,-2783,Medium
36804,20998,27350,-11544,Medium
56688,30507,19176,7005,Medium
79288,11995,42207,25086,Low
66195,19617,31089,15489,Low
35581,13402,17174,5005,Medium
67648,23782,60191,-16325,Medium
45087,8879,30914,5294,Medium
64930,34374,47438,-16882,Medium
47981,21038,42509,-15566,Medium
84298,43746,44367,-3815,Medium
61167,32380,47777,-18990,Medium
90304,42820,50635,-3151,Medium
58408,18667,47995,-8254,Medium
54499,22086,22257,10156,Medium
67269,12120,58430,-3281,Medium
53559,23395,23098,7066,Medium
89319,16937,44278,28104,Low
63787,28511,48077,-12801,Medium
50488,10844,27074,12570,Low
89441,14201,59471,15769,Medium
89663,16376,50815,22472,Low
37431,3780,27901,5750,Medium
76681,35224,33509,7948,Medium
78483,36588,26297,15598,Medium
64153,22932,30790,10431,Medium
21368,3860,12491,5017,Low
42424,6014,17004,19406,Low
60004,6574,30774,22656,Low
98869,18080,53388,27401,Low
71985,39262,24074,8649,Medium
65069,14365,42293,8411,Medium
67326,18658,55921,-7253,Medium
96061,14665,37564,43832,Low
38398,8108,25292,4998,Medium
65861,23684,46026,-3849,Medium
90897,36711,50138,4048,Medium
96905,21578,69835,5492,Medium
83577,10770,45669,27138,Low
80641,23830,48608,8203,Medium
24078,5227,7329,11522,Low
40003,8391,28603,3009,Medium
77768,45100,54189,-21521,Medium
66047,26957,21335,17755,Medium
86626,32782,45127,8717,Medium
72660,22371,64479,-14190,Medium
64786,20373,35790,8623,Medium
16925,6269,10174,482,Medium
98976,44362,83729,-29115,Medium
41015,18500,29955,-7440,Medium
48320,8980,31371,7969,Medium
79881,27962,62201,-10282,Medium
41289,12633,33799,-5143,Medium
18389,9842,10557,-2010,Medium
40683,16912,23802,-31,Medium
28629,10485,15220,2924,Medium
76550,12071,67365,-2886,Medium
39826,16042,28607,-4823,Medium
41630,6602,14567,20461,Low
61163,16428,50017,-5282,Medium
81435,13959,47911,19565,Low
26653,11888,9095,5670,Medium
42961,8726,27058,7177,Medium
96941,28687,53346,14908,Low
89137,48832,73685,-33380,High
48662,9837,20554,18271,Low
71446,25284,56862,-10700,Medium
36288,11236,23028,2024,Medium
51877,5657,17262,28958,Low
30313,15046,26769,-11502,Medium
95885,12898,58256,24731,Medium
87715,29571,41623,16521,Medium
25326,9632,14730,964,Medium
16560,6859,13491,-3790,Medium
94148,41831,45468,6849,Medium
98186,22252,40806,35128,Low
41745,4382,15756,21607,Low
46890,21650,22446,2794,Medium
35022,12882,26897,-4757,Medium
67579,35009,39396,-6826,Medium
85316,43570,37239,4507,Medium
98847,51564,39510,7773,Medium
43380,14859,21674,6847,Medium
17356,4630,14994,-2268,Medium
85326,42302,43159,-135,Medium
35049,11413,31294,-7658,Medium
90717,17392,53626,19699,Low
31082,16395,12665,2022,Medium
15661,8476,13071,-5886,High
52412,17461,30200,4751,Medium
17920,2470,13006,2444,Medium
75315,22136,67047,-13868,Medium
94561,47447,31215,15899,Medium
23946,13191,8573,2182,Medium
