amount,hour,merchant_new,txn_count_today,anomaly_flag
33485,20,1,2,1
3420,3,0,4,0
38794,1,1,2,1
20504,5,0,7,1
41431,8,1,4,1
38417,16,1,6,1
3700,13,1,5,0
45167,6,0,2,1
25758,21,0,2,0
42712,18,0,2,1
3240,0,1,6,1
48163,19,0,1,1
8839,14,1,3,0
32175,17,0,2,1
33209,2,1,2,1
17509,17,0,1,0
35468,1,0,1,1
46418,9,0,5,1
47135,10,0,4,1
18818,23,0,2,0
15613,2,1,4,1
27935,6,0,7,1
21935,7,0,1,0
6945,18,1,1,0
24008,17,0,5,0
1581,12,1,3,0
5531,12,1,6,1
23982,23,0,6,1
21410,18,0,6,1
43692,22,0,1,1
24879,11,1,2,0
19982,16,0,5,0
38981,21,0,3,1
38082,11,1,7,1
15940,12,0,6,1
18857,11,1,5,0
11817,18,1,1,0
8121,13,0,6,1
26199,6,1,3,0
15590,12,1,7,1
35726,5,0,4,1
4762,23,0,7,1
26251,18,0,3,0
45008,18,0,7,1
19949,3,1,2,1
19837,18,0,6,1
21032,8,0,6,1
22656,15,0,4,0
10200,3,0,7,1
20443,5,1,4,1
37309,7,1,7,1
46737,23,0,6,1
46986,15,0,2,1
27800,4,0,7,1
8643,20,0,4,0
17408,21,0,1,0
16657,9,0,6,1
37431,22,1,3,1
24861,12,0,3,0
28124,13,1,2,0
20645,6,0,1,0
44244,19,0,4,1
49427,5,1,7,1
26903,6,0,6,1
8233,4,1,3,1
20711,20,0,3,0
41219,17,0,3,1
36545,22,1,3,1
13753,11,0,5,0
30865,5,1,2,1
29615,0,1,4,1
22992,3,0,6,1
43036,18,0,6,1
33211,11,0,6,1
48810,14,0,4,1
41853,2,1,2,1
9766,22,0,1,0
41613,19,0,7,1
33399,7,1,7,1
47148,10,0,2,1
42949,15,1,3,1
182,8,0,7,1
47802,2,1,3,1
3435,4,0,2,0
36588,19,0,2,1
35086,13,0,4,1
33793,14,0,4,1
40423,5,1,5,1
7263,3,0,6,1
44273,7,1,5,1
26169,18,0,6,1
2885,4,0,3,0
2788,12,0,5,0
42367,15,0,5,1
4184,0,0,1,0
25942,12,0,2,0
39651,21,1,4,1
8403,10,0,5,0
15740,20,0,4,0
1959,7,0,6,1
25753,7,0,5,0
14546,23,1,6,1
12112,13,0,5,0
9900,12,0,7,1
27751,2,0,3,0
34781,3,0,1,1
5203,19,0,6,1
10531,14,0,2,0
33784,14,0,2,1
939,20,0,3,0
19495,12,1,3,0
6511,8,0,7,1
38984,9,1,2,1
28255,11,0,6,1
23401,13,1,2,0
16056,0,0,1,0
44199,13,0,5,1
49162,13,0,1,1
10990,7,0,7,1
11308,15,0,7,1
24535,13,0,2,0
23813,0,0,5,0
40098,15,0,2,1
1117,17,0,1,0
20657,6,1,1,0
43933,14,0,6,1
9068,23,0,6,1
48571,16,0,1,1
46996,18,0,5,1
15237,22,0,7,1
37425,12,1,6,1
4035,8,0,6,1
43102,23,0,4,1
19613,23,0,4,0
47372,14,0,6,1
37356,2,1,2,1
18658,23,1,5,0
39189,0,0,3,1
1776,15,0,6,1
26632,7,0,4,0
5841,22,0,5,0
8508,12,0,5,0
17271,7,1,4,0
48556,16,0,5,1
21018,21,0,5,0
17120,22,0,4,0
27987,13,1,1,0
49558,20,0,6,1
41881,20,1,2,1
42983,6,0,3,1
47357,14,0,2,1
48390,15,1,1,1
37465,18,1,7,1
42820,5,0,1,1
20852,22,0,5,0
43651,0,1,2,1
10470,11,0,1,0
6692,17,0,2,0
19825,15,1,1,0
28804,11,0,3,0
43360,19,0,1,1
4407,12,0,2,0
21313,7,0,5,0
48417,21,0,2,1
13251,0,0,4,0
2789,20,0,2,0
13281,6,0,3,0
42328,14,0,6,1
42545,21,0,3,1
21218,12,1,3,0
32674,12,0,1,1
10685,8,1,3,0
10014,23,0,2,0
27835,14,1,6,1
29560,3,0,7,1
17311,12,0,5,0
19304,11,1,7,1
11442,4,1,3,1
12386,6,0,2,0
11989,7,1,1,0
27462,4,0,1,0
16726,8,1,5,0
9893,13,0,5,0
45641,11,0,2,1
25162,3,0,5,0
30648,19,0,5,1
35504,7,1,1,1
33051,16,0,2,1
27278,7,0,6,1
14479,20,0,5,0
18808,0,0,2,0
2322,19,0,3,0
17400,1,0,1,0
22588,3,1,6,1
3450,23,0,1,0
15421,20,0,1,0
37360,0,1,4,1
36341,6,0,2,1
18197,0,1,3,1
3341,8,1,5,0
35306,2,0,3,1
10942,11,0,2,0
34376,18,0,1,1
37508,14,0,4,1
38939,21,1,2,1
45016,15,0,6,1
37257,9,0,6,1
40338,21,0,2,1
26045,5,0,5,0
5459,16,0,3,0
42488,20,1,3,1
44924,21,0,5,1
44752,23,0,4,1
29873,16,0,1,0
7919,20,1,7,1
35774,18,0,7,1
22451,17,1,1,0
26008,10,0,6,1
10816,23,1,4,0
19818,6,0,5,0
30844,9,0,7,1
26195,6,0,2,0
10136,4,0,3,0
43253,11,0,2,1
26492,15,0,3,0
16462,20,0,2,0
25646,17,0,5,0
10305,2,1,5,1
42456,19,0,4,1
40574,14,1,2,1
23382,4,0,2,0
44674,12,0,4,1
15814,18,0,4,0
27613,11,0,5,0
22189,22,1,5,0
36420,20,0,6,1
5112,4,1,2,1
44695,5,1,5,1
7294,6,0,7,1
6422,9,1,5,0
39923,15,0,2,1
20015,7,1,4,0
45047,8,1,2,1
17006,3,0,7,1
40523,20,1,1,1
13944,20,0,2,0
45098,7,0,1,1
33432,6,0,2,1
4100,14,0,7,1
16759,20,0,1,0
15772,2,1,1,1
15260,16,0,7,1
49560,10,0,2,1
36595,8,0,6,1
38724,4,0,5,1
34539,9,1,3,1
17783,14,1,5,0
20130,13,1,1,0
36714,3,0,2,1
39759,20,0,2,1
46282,19,1,2,1
38064,1,1,2,1
41202,11,0,6,1
27300,0,0,3,0
20279,23,1,4,0
48187,19,1,1,1
16525,4,0,3,0
46462,5,1,5,1
43926,23,0,4,1
29061,10,0,4,0
8178,7,0,2,0
32500,6,0,3,1
18947,3,0,5,0
8218,5,0,2,0
6911,15,0,2,0
41808,19,1,7,1
13800,14,1,7,1
17038,13,0,7,1
3029,22,0,6,1
23574,11,1,1,0
7115,11,0,4,0
37734,15,1,5,1
23234,14,1,4,0
33415,12,0,3,1
23754,10,1,1,0
5672,16,1,2,0
18311,20,0,1,0
44982,14,0,2,1
28469,13,0,7,1
34517,9,0,1,1
25655,11,0,2,0
29221,15,0,4,0
22214,14,0,7,1
49918,9,1,7,1
46247,3,0,7,1
13846,22,0,4,0
36904,8,0,4,1
31370,20,0,4,1
715,19,0,7,1
32744,8,0,1,1
24280,20,0,2,0
23045,23,1,4,0
26834,19,1,1,0
14655,10,0,2,0
17513,10,0,7,1
8469,6,0,1,0
48002,20,1,7,1
33887,9,0,6,1
5313,3,1,4,1
48927,4,0,3,1
40769,4,0,1,1
45737,10,0,4,1
34181,8,1,5,1
37326,15,1,2,1
34573,8,0,6,1
569,21,0,4,0
31156,3,0,5,1
44554,1,0,1,1
10564,13,1,1,0
47506,2,1,5,1
7283,17,1,6,1
1152,20,1,5,0
647,5,0,2,0
46765,10,1,1,1
19707,20,1,5,0
45059,17,0,3,1
38599,11,1,3,1
43615,4,0,5,1
6306,8,1,2,0
43198,19,0,1,1
29451,17,0,3,0
41598,18,0,5,1
6604,2,0,7,1
12714,8,0,5,0
42417,3,0,4,1
48329,16,0,5,1
24436,16,0,2,0
4896,22,1,3,0
26255,22,1,4,0
25620,1,0,3,0
30305,8,1,3,1
21232,8,0,2,0
39423,4,1,5,1
43069,14,0,2,1
16093,14,0,5,0
45582,2,0,4,1
35804,18,0,2,1
450,2,1,2,1
19289,5,1,7,1
10466,3,0,6,1
3462,23,0,1,0
16490,12,1,2,0
24456,12,1,6,1
1925,10,0,1,0
37116,4,0,7,1
36586,0,0,5,1
5802,8,0,5,0
21267,16,0,5,0
12539,21,0,6,1
1403,0,1,6,1
27036,2,0,1,0
21421,14,1,5,0
39415,20,1,3,1
14741,22,1,2,0
4361,9,0,6,1
48125,7,1,6,1
10844,11,0,6,1
2984,21,0,1,0
16456,14,0,5,0
10444,8,0,3,0
26922,23,1,2,0
41758,9,1,2,1
41143,19,0,5,1
20850,8,0,3,0
43447,14,0,1,1
37959,22,0,6,1
21402,20,1,6,1
36489,20,0,7,1
28362,0,1,5,1
40110,1,0,2,1
15488,18,0,6,1
23435,13,0,7,1
45049,7,0,2,1
18532,5,0,2,0
32521,11,1,5,1
47329,14,1,4,1
43927,13,0,7,1
41262,20,0,4,1
48423,0,0,4,1
13076,10,0,7,1
42139,2,0,3,1
19698,18,0,5,0
5485,17,1,7,1
8543,19,1,2,0
6741,1,1,7,1
2813,6,0,6,1
20439,7,1,7,1
31548,18,0,3,1
36059,21,0,4,1
35875,14,1,1,1
16984,9,0,3,0
5624,21,0,3,0
38229,0,1,5,1
1637,5,1,6,1
42832,12,1,3,1
38738,13,0,7,1
11738,2,0,6,1
4459,10,1,5,0
5833,2,0,7,1
33530,18,0,1,1
26801,9,0,2,0
38224,14,0,2,1
12091,10,0,4,0
23277,14,0,4,0
35251,23,0,1,1
36119,12,0,2,1
16704,4,0,4,0
26420,3,0,6,1
29532,12,1,3,0
11636,8,0,5,0
5372,16,0,7,1
13982,1,1,4,1
29349,23,0,1,0
25229,4,0,7,1
5307,15,0,2,0
46551,6,1,1,1
46186,0,1,5,1
9827,11,1,5,0
11299,20,1,1,0
21440,10,0,4,0
20419,11,0,4,0
12931,18,0,2,0
9637,11,0,6,1
28314,11,1,2,0
8841,13,0,3,0
41523,1,0,6,1
22425,1,1,7,1
22661,3,0,3,0
42076,19,0,2,1
7883,22,0,6,1
47063,15,0,6,1
15804,9,0,3,0
42098,12,0,1,1
12627,1,0,4,0
31145,2,1,6,1
21298,18,1,7,1
35332,5,0,7,1
36787,18,0,6,1
31941,20,1,3,1
24174,19,1,6,1
4616,18,0,3,0
2246,7,0,1,0
31165,13,1,7,1
49991,9,0,6,1
19909,2,0,5,0
11395,5,0,2,0
34127,14,0,7,1
914,22,0,1,0
12105,22,0,5,0
38207,17,1,7,1
19797,13,0,1,0
44534,18,0,4,1
12028,9,0,1,0
24649,14,1,1,0
35821,3,0,4,1
46992,22,0,6,1
46590,1,0,2,1
17665,2,1,5,1
40777,6,0,7,1
44798,22,0,3,1
39399,15,0,2,1
29427,9,1,7,1
30081,18,0,1,1
49623,16,1,3,1
42783,18,1,4,1
11810,4,1,2,1
47740,22,0,6,1
33764,19,1,5,1
25812,12,0,2,0
34382,12,0,2,1
40150,10,1,6,1
4994,10,0,3,0
48875,15,0,4,1
13927,14,0,6,1
30040,16,0,7,1
42957,21,0,4,1
34126,17,1,6,1
49588,18,1,2,1
3308,3,0,4,0
31679,21,0,3,1
37629,21,1,3,1
23008,22,0,5,0
39515,4,0,4,1
20367,6,0,5,0
15825,1,0,7,1
11089,0,0,6,1
29147,11,0,1,0
34257,9,0,7,1
22603,7,0,3,0
44452,0,0,2,1
105,11,1,3,0
23211,1,1,1,1
32923,9,0,2,1
36019,21,0,4,1
15234,16,1,4,0
719,2,0,7,1
12713,6,1,3,0
25368,11,0,2,0
33784,7,1,6,1
16741,19,0,2,0
18572,11,0,5,0
11706,2,1,1,1
15943,16,0,7,1
45907,8,0,4,1
16543,9,0,3,0
3682,21,1,2,0
30386,5,0,4,1
23162,0,0,3,0
38502,21,0,4,1
13316,11,0,3,0
16990,4,0,4,0
24053,12,0,6,1
32922,14,0,5,1
34865,21,0,1,1
30919,10,0,4,1
49347,7,0,1,1
17307,4,0,4,0
16732,1,0,7,1
19672,11,1,2,0
30458,1,0,5,1
8887,15,1,7,1
15457,20,0,6,1
29359,2,0,5,0
6432,9,0,1,0
27704,18,0,2,0
18945,7,1,3,0
33601,6,1,7,1
21426,0,1,5,1
420,11,0,6,1
48726,4,0,7,1
536,15,0,2,0
23812,3,1,2,1
26663,16,0,1,0
47318,23,0,6,1
3246,20,0,2,0
42370,1,0,2,1
29451,11,1,3,0
35079,0,0,1,1
10863,11,0,1,0
41966,11,0,6,1
8622,11,1,2,0
47826,18,0,3,1
28275,16,1,4,0
45903,19,0,5,1
49440,23,1,7,1
32325,23,1,1,1
6893,10,0,3,0
1155,12,0,6,1
43259,7,0,3,1
31689,9,0,2,1
42537,7,1,5,1
18101,19,0,1,0
28758,7,0,4,0
35509,8,0,2,1
11914,6,0,1,0
34814,13,1,7,1
1475,1,0,6,1
49196,10,1,1,1
6899,7,1,3,0
36065,12,0,7,1
19026,20,0,5,0
34308,14,1,4,1
47128,2,0,5,1
31163,22,0,3,1
15451,13,0,4,0
12934,14,0,4,0
18874,1,1,2,1
37613,18,0,4,1
34464,11,0,1,1
16192,19,1,5,0
47124,3,1,6,1
49642,2,0,6,1
6006,4,1,5,1
13978,2,0,2,0
9771,14,1,4,0
11207,18,0,3,0
35185,1,0,7,1
6746,11,1,7,1
27912,4,0,1,0
5240,21,1,2,0
4713,16,0,7,1
39880,13,1,4,1
4381,21,1,6,1
44698,9,0,3,1
28599,2,1,4,1
16296,3,0,2,0
25811,5,1,3,1
3312,23,0,7,1
46138,21,1,3,1
7086,15,0,3,0
22372,6,0,3,0
19181,14,0,7,1
4727,20,0,4,0
8022,19,1,3,0
15379,10,0,4,0
37082,21,0,3,1
35951,20,0,3,1
44430,0,0,2,1
20543,4,0,4,0
18645,12,1,6,1
21973,20,1,4,0
46976,13,0,5,1
9785,8,0,7,1
34507,16,0,6,1
42581,14,0,2,1
7777,20,0,4,0
7814,6,1,2,0
45821,21,0,6,1
27649,21,1,2,0
868,11,0,2,0
47257,22,0,1,1
47895,5,0,4,1
37339,20,0,2,1
33942,15,0,1,1
5710,4,1,1,1
29571,8,0,3,0
38459,13,1,3,1
34520,7,0,7,1
18435,13,0,6,1
23346,11,0,4,0
23666,9,0,3,0
26432,19,0,6,1
11189,19,0,4,0
32110,20,0,6,1
22469,12,0,7,1
27835,18,0,7,1
15752,14,0,1,0
29267,7,0,1,0
39341,22,1,4,1
12447,20,0,6,1
40929,9,1,6,1
35219,2,0,3,1
26990,20,1,3,0
42299,2,0,4,1
28391,4,1,5,1
10117,15,0,3,0
46194,16,1,2,1
13874,5,0,3,0
13494,19,0,5,0
45697,19,0,6,1
48930,15,0,1,1
33357,23,0,1,1
11024,1,0,6,1
46664,19,0,1,1
38433,14,1,3,1
29340,17,0,7,1
16066,0,1,1,1
32162,18,0,7,1
28563,11,0,5,0
3006,7,1,7,1
8127,5,1,5,1
36540,11,1,3,1
44877,6,0,6,1
37905,17,0,2,1
43156,21,0,3,1
34988,13,0,1,1
36209,7,0,3,1
39760,23,1,5,1
18050,19,1,3,0
13856,21,0,3,0
47610,13,0,2,1
12859,4,1,5,1
14905,8,0,4,0
41926,7,0,4,1
29438,1,0,5,0
6508,15,0,4,0
35574,12,1,1,1
6903,6,0,4,0
40527,15,0,1,1
32272,6,0,5,1
18370,13,1,4,0
28668,13,1,4,0
45665,11,0,6,1
17402,0,0,7,1
7347,0,0,1,0
27990,11,0,1,0
49074,19,0,3,1
3253,20,0,2,0
39317,14,0,4,1
37991,3,0,6,1
17323,6,0,2,0
25418,15,1,7,1
11700,2,0,7,1
31034,6,0,6,1
41991,23,1,2,1
7432,21,0,4,0
851,5,1,7,1
41052,15,0,6,1
46715,23,0,1,1
48015,7,1,3,1
19783,22,0,6,1
10019,21,1,5,0
36019,5,0,7,1
16783,9,0,7,1
32499,15,0,4,1
26193,10,0,4,0
25755,12,0,5,0
28413,5,0,7,1
30770,23,0,2,1
10022,0,0,3,0
33401,20,1,2,1
45537,18,0,5,1
36195,11,1,5,1
22462,23,0,3,0
24128,5,0,5,0
22630,17,1,5,0
14905,12,0,7,1
36219,6,0,6,1
46454,22,0,7,1
19619,12,0,3,0
48556,20,0,4,1
25788,7,1,2,0
6822,20,0,4,0
24924,16,1,4,0
19781,8,0,6,1
10181,19,0,2,0
838,12,0,4,0
16234,1,1,3,1
30947,3,1,2,1
2939,1,0,1,0
9619,3,0,6,1
21707,17,0,4,0
10191,4,0,5,0
19706,18,0,2,0
21668,9,1,1,0
11984,17,0,5,0
42587,20,1,1,1
23336,9,0,4,0
7662,4,0,5,0
32119,16,0,4,1
16255,21,1,5,0
27381,12,1,2,0
13984,22,0,7,1
10145,16,0,3,0
26008,8,0,7,1
37058,23,0,3,1
18756,11,0,7,1
43566,13,1,1,1
38116,13,0,6,1
31522,7,1,5,1
34679,22,0,4,1
46960,4,0,6,1
23054,18,1,2,0
20481,13,0,2,0
40138,8,1,2,1
44185,6,0,3,1
38065,7,0,4,1
34552,13,1,2,1
31435,21,1,2,1
4713,13,0,7,1
38727,10,0,1,1
12868,13,1,5,0
22736,20,1,5,0
24027,7,0,5,0
49882,2,1,6,1
40981,22,0,7,1
18504,17,0,7,1
13408,2,0,1,0
6718,12,0,3,0
45834,11,1,6,1
40819,14,0,1,1
9971,17,1,2,0
35009,4,0,4,1
32378,6,1,6,1
8909,10,1,6,1
24020,10,0,2,0
8922,14,0,2,0
19280,9,0,4,0
26758,14,1,5,0
18897,12,1,6,1
27155,13,0,1,0
4972,16,1,3,0
4442,12,0,2,0
13591,9,0,2,0
19601,0,1,3,1
19431,0,0,1,0
47833,14,1,2,1
36045,15,0,3,1
22998,11,0,7,1
26778,23,0,2,0
2074,5,0,5,0
16763,5,1,5,1
2536,11,0,2,0
1205,14,0,7,1
10132,3,0,2,0
37295,23,0,5,1
18619,3,1,7,1
7136,1,0,2,0
2367,23,0,7,1
36439,11,1,1,1
4541,6,0,1,0
15966,19,1,4,0
15298,8,0,1,0
2561,8,0,6,1
24276,7,1,7,1
25075,13,1,6,1
42364,0,0,6,1
48430,22,0,2,1
7898,20,0,2,0
14324,22,0,3,0
31008,11,1,7,1
35283,1,0,6,1
16354,12,0,6,1
48487,3,1,1,1
11344,19,0,5,0
26475,17,0,7,1
3225,18,1,5,0
40667,15,1,7,1
45291,13,0,7,1
27825,7,0,4,0
9475,11,0,3,0
26063,8,0,5,0
27978,5,0,4,0
45040,17,1,1,1
41262,1,1,3,1
8260,22,1,3,0
2809,7,0,6,1
16141,23,1,7,1
52,13,0,7,1
41008,5,0,2,1
30210,9,0,7,1
20757,7,0,7,1
15298,16,1,7,1
5823,11,0,6,1
12836,16,0,1,0
15087,12,1,7,1
1935,18,0,6,1
39878,11,1,3,1
16381,15,0,6,1
40662,4,0,7,1
22545,15,1,4,0
13500,5,0,6,1
9541,10,0,5,0
9318,16,0,1,0
27807,22,0,1,0
41957,13,0,3,1
6841,5,0,6,1
39989,22,0,3,1
28364,10,1,3,0
28633,11,0,4,0
21600,12,0,2,0
143,3,0,3,0
35805,6,1,2,1
45665,1,1,2,1
10017,5,1,1,1
16268,5,1,5,1
43270,17,0,5,1
8677,19,0,6,1
4997,7,0,4,0
39469,7,0,4,1
23228,7,0,5,0
28926,7,0,6,1
22958,0,1,7,1
35962,1,1,5,1
20021,11,0,6,1
32634,14,1,6,1
49278,3,0,6,1
9009,2,0,6,1
28311,13,0,1,0
41115,21,0,1,1
39512,22,0,5,1
15885,7,1,6,1
19307,12,0,3,0
3396,22,0,6,1
30857,18,0,3,1
30468,21,0,1,1
11390,4,1,6,1
33062,12,0,2,1
35443,19,1,5,1
36667,0,1,6,1
9647,15,0,4,0
25607,22,0,3,0
7787,23,1,7,1
46842,1,1,7,1
44818,6,0,6,1
41151,5,1,2,1
17326,4,1,3,1
7360,3,0,2,0
35217,1,0,7,1
37458,9,1,5,1
19394,21,0,7,1
10441,4,0,5,0
10942,17,0,5,0
11247,9,0,1,0
13100,22,0,7,1
36192,21,1,7,1
45729,14,0,2,1
41665,8,0,6,1
47603,10,0,4,1
43778,20,0,4,1
13585,16,0,5,0
41052,20,0,4,1
43321,8,0,3,1
5172,22,0,2,0
9902,15,0,2,0
5437,5,0,2,0
31809,21,1,3,1
40449,10,0,6,1
40044,22,0,1,1
37926,16,1,3,1
34928,3,0,2,1
33775,14,0,2,1
7196,0,0,7,1
610,21,0,2,0
1362,19,1,6,1
18255,0,1,4,1
11645,8,0,1,0
22080,11,0,3,0
21379,3,0,2,0
38192,21,1,7,1
2701,12,1,7,1
10056,6,0,5,0
42751,7,0,1,1
48990,12,0,7,1
35695,10,0,5,1
22016,8,0,1,0
27896,23,0,2,0
21824,15,0,1,0
4133,9,1,1,0
33563,10,1,2,1
8799,11,0,6,1
30833,13,0,7,1
17375,18,1,5,0
18730,11,0,6,1
17373,17,0,5,0
22734,20,0,4,0
34543,16,0,7,1
12263,2,0,5,0
31881,0,0,5,1
42346,18,0,1,1
46980,3,0,4,1
27763,22,0,2,0
41671,15,0,2,1
7237,11,1,3,0
32850,20,0,4,1
32633,20,0,1,1
47711,12,0,3,1
14458,16,0,3,0
22419,7,0,2,0
47978,12,1,5,1
3464,19,0,1,0
19560,4,0,4,0
12170,17,1,3,0
34361,14,0,1,1
33089,11,0,2,1
5345,16,0,3,0
20510,14,0,3,0
15013,1,1,6,1
11630,5,0,2,0
22336,16,0,6,1
27378,15,1,2,0
19143,16,0,2,0
21655,19,0,6,1
45415,8,0,7,1
44863,4,0,1,1
46421,22,1,1,1
42755,0,1,7,1
47648,5,0,1,1
6772,23,0,5,0
41019,13,0,3,1
36962,16,0,1,1
38424,18,0,5,1
6816,0,0,3,0
49932,0,1,1,1
15978,12,1,2,0
21324,13,0,7,1
34466,5,0,4,1
20662,5,0,1,0
34948,0,1,4,1
47210,13,1,1,1
29097,2,1,2,1
43406,22,0,7,1
37184,9,0,7,1
1556,18,0,4,0
15272,18,0,5,0
12413,18,0,2,0
19663,22,0,4,0
44613,3,0,4,1
30678,19,0,6,1
42676,18,0,6,1
45434,9,0,2,1
4186,1,0,2,0
46296,3,0,2,1
11211,23,0,3,0
35507,5,0,5,1
23624,6,0,1,0
26952,15,1,6,1
2860,6,0,7,1
11713,17,0,7,1
6202,19,0,4,0
62,21,1,6,1
11212,18,0,1,0
22372,8,0,2,0
8049,19,0,7,1
7269,9,1,6,1
5378,12,1,5,0
3671,17,0,5,0
24306,15,1,3,0
44483,21,1,6,1
11364,16,0,2,0
702,21,0,4,0
16232,12,0,3,0
41630,11,1,2,1
36608,9,0,3,1
15709,0,1,6,1
34463,7,0,1,1
10485,20,0,7,1
28117,21,1,6,1
22308,17,0,2,0
28337,1,0,4,0
3738,15,0,4,0
7739,11,0,2,0
1429,8,0,3,0
37061,2,0,5,1
43055,21,0,2,1
27674,20,1,7,1
26014,3,1,6,1
22941,1,0,4,0
49148,7,1,1,1
38429,9,0,4,1
12566,15,0,5,0
13936,22,0,4,0
20357,10,1,5,0
24893,17,1,7,1
46534,21,0,2,1
5962,13,0,4,0
21564,7,0,3,0
21873,22,0,6,1
28847,14,0,3,0
6499,16,0,6,1
1775,20,1,4,0
15920,17,0,7,1
9354,5,1,4,1
7572,22,0,6,1
13713,13,0,7,1
4834,22,1,1,0
9522,2,1,7,1
29002,6,0,4,0
10105,14,0,1,0
29558,20,1,1,0
12726,23,0,6,1
25242,15,0,1,0
24772,15,0,1,0
7496,7,1,2,0
4775,6,1,7,1
20111,5,1,3,1
47587,1,0,1,1
22721,21,0,3,0
1459,12,0,1,0
8255,11,1,3,0
16415,14,0,4,0
306,8,0,4,0
15754,1,0,3,0
29952,16,0,7,1
35808,4,1,1,1
1245,10,0,2,0
34062,21,1,7,1
11465,18,0,3,0
39584,23,1,7,1
21736,6,1,5,0
11712,1,0,2,0
49028,15,1,5,1
28793,11,0,3,0
32211,22,1,1,1
43131,14,1,7,1
2452,0,1,7,1
49698,12,0,5,1
13325,22,0,7,1
28232,5,0,3,0
14965,12,0,2,0
959,17,1,1,0
48624,2,1,5,1
422,0,1,7,1
22670,14,0,3,0
34162,12,1,1,1
8565,4,1,1,1
2481,12,1,4,0
21104,21,0,1,0
32674,4,0,3,1
10635,18,0,2,0
48280,20,0,6,1
32008,23,0,4,1
1745,17,1,3,0
34725,20,0,3,1
49982,21,0,3,1
33837,9,0,5,1
44275,23,1,7,1
1453,7,1,5,0
17860,14,1,2,0
8905,20,0,3,0
38686,19,0,7,1
10889,22,1,5,0
60,21,0,5,0
39148,3,0,5,1
47879,1,0,2,1
9280,23,0,2,0
40282,5,1,3,1
47564,2,0,4,1
35821,6,0,3,1
29306,9,0,5,0
25701,22,0,6,1
32433,5,0,7,1
40013,15,0,5,1
13712,1,0,1,0
13789,23,0,6,1
48406,16,0,6,1
1839,12,0,7,1
19470,0,0,3,0
23811,5,0,5,0
40416,4,1,5,1
37656,12,0,4,1
38690,22,0,1,1
44185,17,0,3,1
37117,11,1,2,1
17407,6,0,3,0
39901,14,0,6,1
38312,2,1,3,1
11367,15,1,4,0
21584,0,1,3,1
25784,15,0,4,0
35947,23,0,6,1
32922,11,0,4,1
40251,18,1,7,1
7739,7,0,7,1
3617,22,0,5,0
20782,11,1,2,0
20824,14,1,6,1
23245,1,1,4,1
37462,16,1,1,1
47784,6,1,6,1
44148,12,0,1,1
22307,0,1,2,1
4444,5,1,4,1
36352,12,0,6,1
22278,10,0,6,1
12438,9,1,2,0
11369,15,0,5,0
6525,23,1,1,0
31605,22,0,6,1
18208,19,0,3,0
14778,16,0,1,0
44824,16,0,4,1
29595,3,0,2,0
31150,4,0,1,1
16200,22,0,3,0
33264,13,0,7,1
32926,19,0,3,1
3289,9,0,2,0
38749,13,1,2,1
36871,0,0,7,1
30665,10,0,1,1
13796,22,0,4,0
20971,17,0,5,0
22795,15,0,3,0
1295,17,0,2,0
46657,7,1,5,1
24903,9,1,5,0
27682,9,1,5,0
12906,4,0,4,0
5155,9,0,2,0
35740,17,0,3,1
2563,20,1,2,0
2851,23,1,1,0
32395,5,0,3,1
13945,2,0,2,0
39799,7,0,3,1
8271,8,1,1,0
6088,4,1,6,1
32081,1,0,3,1
15132,1,1,6,1
14698,6,0,5,0
414,16,1,7,1
34618,9,1,4,1
14160,11,1,1,0
6008,1,0,3,0
9146,9,0,1,0
7486,19,0,5,0
21227,0,0,6,1
26804,3,1,4,1
24594,12,0,1,0
12688,11,0,6,1
229,10,1,5,0
3923,9,0,5,0
17620,14,0,5,0
48273,4,0,7,1
17207,16,0,6,1
45615,4,0,3,1
4510,1,1,2,1
48134,8,0,1,1
402,5,1,7,1
21636,17,0,2,0
5394,13,0,5,0
4557,18,0,2,0
37648,13,0,6,1
44038,7,0,5,1
32935,16,0,7,1
16915,2,0,5,0
37105,9,0,4,1
27263,16,0,4,0
4527,10,0,7,1
6583,7,1,6,1
49445,0,1,6,1
23446,12,0,2,0
12805,20,0,7,1
915,3,1,1,1
11223,6,0,7,1
38147,13,1,2,1
33421,4,0,6,1
38574,23,1,1,1
11304,10,0,7,1
4068,16,1,2,0
5242,4,0,3,0
2065,19,0,3,0
42668,2,0,1,1
3430,4,0,4,0
28393,14,1,1,0
3820,18,0,2,0
5879,15,1,5,0
34431,7,0,3,1
45965,12,1,5,1
15595,15,0,3,0
18313,2,1,2,1
38190,0,1,3,1
43356,8,0,1,1
25725,8,1,5,0
25412,21,1,6,1
198,16,0,5,0
1804,23,0,2,0
26795,1,0,6,1
7428,8,1,5,0
46409,23,0,7,1
20190,18,0,2,0
9421,12,0,7,1
27049,4,0,4,0
12829,8,1,1,0
31125,12,1,3,1
30747,0,0,7,1
9845,14,0,3,0
38510,3,1,3,1
4268,3,0,4,0
37621,19,0,1,1
11722,9,0,5,0
31092,5,0,7,1
36000,23,0,5,1
11059,11,1,1,0
47146,19,0,6,1
19594,15,1,1,0
29431,2,0,3,0
25337,13,0,5,0
2636,0,1,1,1
2698,9,0,5,0
40131,14,0,1,1
18151,6,0,2,0
45362,3,0,7,1
21742,13,1,3,0
7457,23,0,1,0
17304,15,1,4,0
15284,13,0,1,0
22261,2,0,2,0
29530,16,1,4,0
47830,20,1,4,1
24896,13,0,1,0
